MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,HomeAge,HasRemodAdd,GenQual,HasProxArtery,HasProxFeedr,HasProxRRNn,HasProxRRAn,HasProxPosN,HasProxPosA,HasProxRRNe,HasProxRRAe
RL,7700,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,2Story,5,Gable,CompShg,MetalSd,MetalSd,3,CBlock,TA,TA,No,Unf,0,Unf,0,756,GasA,3,Y,SBrkr,1051,788,0,1839,0,0,1,1,4,1,8,1,TA,Attchd,Unf,2,TA,TA,Y,0,124,216,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,155000,57,0,54,0,0,0,0,1,0,0,0
RM,1936,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Twnhs,SFoyer,6,Gable,CompShg,CemntBd,CmentBd,3,CBlock,Gd,TA,Av,BLQ,131,GLQ,499,0,GasA,4,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,8,0,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,0,0,0,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,84500,53,0,36,0,0,0,0,0,0,0,0
FV,8125,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,6,Gable,CompShg,CemntBd,CmentBd,3,PConc,Gd,TA,No,Unf,0,Unf,0,813,GasA,5,Y,SBrkr,822,843,0,1665,0,0,2,1,3,1,8,0,NoFireplace,Attchd,RFn,2,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,205950,16,0,112,0,0,0,0,0,0,0,0
RL,9084,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,2Story,5,Gable,CompShg,MetalSd,MetalSd,3,CBlock,TA,TA,Mn,Unf,0,Unf,0,755,GasA,3,Y,SBrkr,755,755,0,1510,1,0,1,0,4,1,8,1,Gd,Detchd,Unf,1,Fa,Po,P,120,0,0,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,108000,83,1,36,1,0,0,0,0,0,0,0
RL,8750,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,Unf,0,Unf,0,880,GasA,5,Y,SBrkr,909,807,0,1716,0,0,2,1,2,1,8,1,TA,Attchd,RFn,2,TA,TA,Y,0,120,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,191000,27,0,112,0,0,0,0,0,0,0,0
RM,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1.5Fin,7,Gable,CompShg,MetalSd,MetalSd,3,CBlock,TA,TA,No,Unf,0,Unf,0,756,GasA,5,Y,SBrkr,756,713,0,1469,0,0,1,0,3,1,8,0,NoFireplace,Detchd,Unf,1,TA,TA,Y,57,0,239,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,135000,117,1,54,0,0,0,0,0,0,0,0
RL,10437,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1Fam,1Story,6,Hip,CompShg,MetalSd,MetalSd,4,PConc,Gd,TA,Gd,GLQ,1696,Unf,0,413,GasA,5,Y,SBrkr,2113,0,0,2113,1,0,2,1,2,1,8,1,TA,Attchd,Fin,3,TA,TA,Y,236,46,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,350000,28,0,128,0,0,0,0,0,0,0,0
RM,1680,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,5,Gable,CompShg,HdBoard,ImStucc,3,CBlock,TA,TA,No,Unf,0,Unf,0,525,GasA,3,Y,SBrkr,525,567,0,1092,0,0,1,1,3,1,8,0,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Family,88000,52,0,54,0,0,0,0,0,0,0,0
RL,10007,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,7,Gable,CompShg,HdBoard,HdBoard,3,CBlock,TA,TA,No,ALQ,806,Unf,0,247,GasA,5,Y,SBrkr,1053,0,0,1053,1,0,1,1,3,1,8,0,NoFireplace,Attchd,RFn,1,TA,TA,Y,0,0,0,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,145500,64,1,80,0,0,0,0,0,0,0,0
RL,7200,Pave,NoAlley,Reg,HLS,AllPub,Inside,Mod,Crawfor,1Fam,2Story,6,Gable,CompShg,Stucco,Wd Shng,2,BrkTil,Gd,TA,No,Unf,0,Unf,0,776,GasA,3,Y,SBrkr,851,651,0,1502,0,0,1,1,3,1,8,1,Gd,Attchd,RFn,1,TA,TA,P,0,0,112,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,149000,92,1,63,0,0,0,0,0,0,0,0
RL,17503,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1.5Fin,5,Gable,CompShg,VinylSd,VinylSd,3,CBlock,TA,TA,No,Unf,0,Unf,0,912,GasA,3,Y,SBrkr,912,546,0,1458,0,1,1,0,3,1,8,1,Gd,Attchd,Unf,1,TA,TA,Y,192,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Abnorml,97500,75,1,54,1,0,0,0,0,0,0,0
RL,9937,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,1Fam,1Story,7,Hip,CompShg,MetalSd,MetalSd,4,PConc,TA,TA,No,BLQ,637,Unf,0,849,GasA,5,Y,SBrkr,1486,0,0,1486,1,0,1,0,3,1,8,0,NoFireplace,Detchd,Fin,2,TA,TA,Y,0,0,0,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,167000,59,1,45,0,0,0,0,0,0,0,0
RL,12384,Pave,NoAlley,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,1Fam,2Story,7,Gable,CompShg,Plywood,Plywood,3,CBlock,Gd,TA,No,Unf,0,Unf,0,793,GasA,3,Y,SBrkr,1142,793,0,1935,0,0,2,1,3,1,8,1,TA,Attchd,RFn,2,TA,TA,Y,0,113,252,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,197900,47,0,63,0,0,0,0,0,0,0,0
RL,46589,Pave,NoAlley,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,1Fam,2Story,7,Hip,CompShg,VinylSd,VinylSd,3,PConc,Gd,Gd,No,GLQ,1361,Rec,180,88,GasA,5,Y,SBrkr,1686,762,0,2448,1,0,2,1,4,1,8,1,TA,Attchd,RFn,3,TA,TA,Y,517,76,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,402000,29,1,128,0,0,0,0,0,0,0,0
RL,13560,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,1Story,3,Hip,CompShg,Wd Sdng,Wd Sdng,3,CBlock,Fa,Fa,No,Unf,0,Unf,0,1392,GasA,4,Y,SBrkr,1392,0,0,1392,1,0,1,0,2,1,3,2,TA,Attchd,RFn,2,TA,TA,Y,0,0,240,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,110000,55,0,54,0,0,0,0,0,0,0,0
RL,10012,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,SFoyer,5,Gable,CompShg,Plywood,Plywood,3,CBlock,Gd,TA,Av,BLQ,920,Rec,180,38,GasA,3,Y,SBrkr,1181,0,0,1181,1,0,2,0,3,1,8,0,NoFireplace,Detchd,RFn,2,TA,TA,Y,0,0,180,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,137500,51,0,36,0,0,0,0,0,0,0,0
RL,20896,Pave,NoAlley,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Ex,TA,Mn,GLQ,1721,Unf,0,356,GasA,5,Y,SBrkr,2097,0,0,2097,1,0,1,1,1,1,8,1,Ex,Attchd,Fin,3,TA,TA,Y,192,267,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,New,Partial,423000,18,1,160,0,0,0,1,0,0,0,0
RL,11194,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,Unf,0,Unf,0,1406,GasA,5,Y,SBrkr,1454,482,0,1936,0,0,2,1,3,1,8,1,TA,Attchd,RFn,2,TA,TA,Y,188,124,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,230500,23,0,128,0,0,0,0,0,0,0,0
RL,18450,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,2Story,5,Flat,Tar&Grv,Plywood,Plywood,4,CBlock,Gd,TA,No,LwQ,187,Rec,723,111,GasA,3,Y,SBrkr,1465,915,0,2380,0,0,2,1,3,1,2,1,Po,CarPort,Unf,2,TA,TA,Y,0,265,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Abnorml,129000,58,1,54,0,0,0,0,0,0,0,0
RL,8125,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,3,PConc,Gd,TA,No,GLQ,1138,Unf,0,270,GasA,5,Y,SBrkr,1679,0,0,1679,1,0,2,0,3,1,8,1,Fa,Attchd,RFn,2,TA,TA,Y,224,42,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,193500,29,1,72,0,0,0,0,0,0,0,0
RL,14175,Pave,NoAlley,Reg,Bnk,AllPub,Corner,Mod,Sawyer,1Fam,1Story,6,Gable,CompShg,CemntBd,Wd Sdng,3,CBlock,TA,TA,No,Rec,988,Unf,0,200,GasA,4,Y,SBrkr,1437,0,0,1437,1,0,1,1,3,1,6,1,TA,Detchd,Unf,2,TA,TA,Y,304,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,168000,67,1,45,0,0,0,0,0,0,0,0
RL,11600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,3,BrkTil,Fa,TA,No,Unf,0,Unf,0,700,GasA,5,Y,SBrkr,1180,0,0,1180,0,0,1,0,2,1,8,1,Gd,Detchd,Unf,1,TA,Fa,Y,0,0,67,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,137500,101,1,24,0,0,0,0,0,0,0,0
RL,8633,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,GLQ,193,Unf,0,545,GasA,5,Y,SBrkr,738,738,0,1476,1,0,2,1,3,1,8,0,NoFireplace,Attchd,Fin,2,TA,TA,Y,100,35,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,173500,18,0,96,0,0,0,0,0,0,0,0
RH,6629,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,2Story,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,4,BrkTil,TA,TA,No,BLQ,551,Unf,0,121,GasA,3,N,SBrkr,697,672,0,1369,1,0,2,0,3,1,8,0,NoFireplace,Detchd,Unf,1,TA,TA,Y,147,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,103600,98,1,54,1,0,0,0,0,0,0,0
RL,11250,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Veenker,1Fam,1Story,6,Gable,CompShg,Plywood,Plywood,3,CBlock,Gd,TA,No,ALQ,767,Unf,0,441,GasA,3,Y,SBrkr,1208,0,0,1208,1,0,1,1,3,1,8,1,TA,Attchd,RFn,2,TA,TA,Y,198,42,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,165000,46,0,72,0,0,0,0,0,0,0,0
RL,14442,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,1Fam,1Story,7,Hip,CompShg,CemntBd,CmentBd,3,PConc,TA,TA,No,GLQ,1186,Unf,0,291,GasA,5,Y,SBrkr,1839,0,0,1839,1,0,2,0,3,1,8,2,TA,Attchd,Fin,2,TA,TA,Y,0,87,0,0,200,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,257500,66,1,72,0,0,0,0,0,0,0,0
RL,9200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,Gable,CompShg,HdBoard,HdBoard,3,CBlock,TA,TA,No,Rec,892,Unf,0,244,GasA,3,Y,SBrkr,1136,0,0,1136,1,0,1,0,3,1,8,1,Gd,Attchd,RFn,1,TA,TA,Y,426,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,140000,58,0,54,0,0,0,0,0,0,0,0
RL,2289,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Twnhs,2Story,6,Gable,CompShg,Plywood,Brk Cmn,3,CBlock,TA,TA,No,ALQ,311,Unf,0,544,GasA,3,Y,SBrkr,855,586,0,1441,0,0,2,1,3,1,8,1,TA,Attchd,Unf,2,TA,TA,Y,28,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,148500,45,0,54,0,0,0,0,0,0,0,0
RM,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,2Story,2,Gable,CompShg,AsbShng,Stucco,3,BrkTil,TA,Fa,No,Unf,0,Unf,0,1095,GasW,2,N,SBrkr,1095,679,0,1774,1,0,2,0,4,2,6,0,NoFireplace,2Types,Unf,3,Fa,Fa,N,0,0,90,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,87000,123,1,36,0,0,0,0,0,0,0,0
RL,9022,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,3,BrkTil,TA,TA,No,Unf,0,Unf,0,768,GasA,5,Y,SBrkr,792,0,0,792,0,0,1,0,2,1,8,0,NoFireplace,Detchd,Unf,1,Fa,Fa,N,316,0,120,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,109500,99,1,80,0,0,0,0,0,0,0,0
RL,11844,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,1Fam,1Story,5,Hip,CompShg,VinylSd,VinylSd,3,PConc,Ex,TA,Mn,Unf,0,Unf,0,2046,GasA,5,Y,SBrkr,2046,0,0,2046,0,0,2,1,3,1,8,1,Gd,Attchd,Fin,3,TA,TA,Y,322,82,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,New,Partial,372500,15,0,128,0,0,0,0,0,0,0,0
RL,9945,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5,Hip,CompShg,Wd Sdng,Wd Sdng,3,CBlock,TA,TA,No,Rec,827,Unf,0,161,GasA,3,Y,SBrkr,988,0,0,988,1,0,1,0,3,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,128500,62,0,45,0,0,0,0,0,0,0,0
RL,8012,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,TwnhsE,1Story,5,Gable,CompShg,Plywood,Plywood,3,CBlock,Gd,TA,No,BLQ,543,BLQ,119,261,GasA,3,Y,SBrkr,923,0,0,923,0,0,2,0,2,1,8,1,TA,Attchd,RFn,1,TA,TA,Y,80,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,143000,43,0,54,0,0,0,0,0,0,0,0
RH,4500,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,1Fam,1.5Fin,5,Gable,CompShg,VinylSd,Stucco,3,BrkTil,TA,TA,No,Rec,182,Unf,0,611,GasA,5,Y,SBrkr,848,672,0,1520,0,0,1,0,3,1,8,0,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,56,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Abnorml,159434,91,1,45,0,0,0,0,0,0,0,0
RL,2887,Pave,NoAlley,Reg,HLS,AllPub,Inside,Gtl,ClearCr,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,3,PConc,Gd,TA,Mn,GLQ,1003,Unf,0,288,GasA,5,Y,SBrkr,1291,0,0,1291,1,0,1,0,2,1,8,1,Gd,Attchd,Unf,2,TA,TA,Y,307,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,173000,27,1,72,0,0,0,0,0,0,0,0
RL,11248,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,1Story,5,Hip,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,Av,GLQ,1059,Unf,0,567,GasA,5,Y,SBrkr,1668,0,0,1668,1,0,2,0,3,1,8,1,TA,Attchd,Fin,3,TA,TA,Y,257,45,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,285000,21,0,144,0,0,0,0,0,0,0,0
RL,16770,Pave,NoAlley,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,Unf,0,Unf,0,1195,GasA,4,Y,SBrkr,1195,644,0,1839,0,0,2,1,4,1,8,0,NoFireplace,Attchd,Fin,2,TA,TA,Y,0,81,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,221000,25,0,84,0,0,0,0,0,0,0,0
RL,5062,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,TwnhsE,2Story,5,Gable,CompShg,HdBoard,HdBoard,3,CBlock,Gd,TA,Mn,GLQ,828,LwQ,182,180,GasA,4,Y,SBrkr,1190,900,0,2090,1,0,2,0,3,1,7,1,TA,Attchd,Fin,2,TA,TA,Y,219,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,207500,39,0,112,0,0,0,0,0,0,0,0
FV,10207,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,Unf,0,Unf,0,874,GasA,5,Y,SBrkr,874,887,0,1761,0,0,3,0,3,1,8,0,NoFireplace,Attchd,Fin,2,TA,TA,Y,144,105,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,New,Partial,227875,16,0,112,0,0,0,0,0,0,0,0
FV,5105,Pave,NoAlley,IR2,Lvl,AllPub,FR2,Gtl,Somerst,TwnhsE,2Story,5,Gable,CompShg,MetalSd,MetalSd,3,PConc,Gd,TA,No,GLQ,239,Unf,0,312,GasA,5,Y,SBrkr,551,551,0,1102,0,0,2,1,2,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,60,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,148800,19,0,112,0,0,0,0,0,0,0,0
RL,8089,Pave,NoAlley,Reg,HLS,AllPub,Inside,Gtl,StoneBr,1Fam,1Story,6,Gable,CompShg,MetalSd,MetalSd,3,PConc,Gd,TA,Av,GLQ,945,Unf,0,474,GasA,5,Y,SBrkr,1419,0,0,1419,1,0,2,0,2,1,8,1,Gd,Attchd,RFn,2,TA,TA,Y,140,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,New,Partial,392000,16,0,128,0,0,0,0,0,0,0,0
RL,7577,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,TwnhsE,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,Av,ALQ,20,Unf,0,1342,GasA,5,Y,SBrkr,1362,0,0,1362,0,0,2,0,2,1,8,1,Gd,Attchd,RFn,2,TA,TA,Y,192,28,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,194700,18,1,96,0,0,0,0,0,0,0,0
RM,4426,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,TwnhsE,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,Gd,GLQ,697,Unf,0,151,GasA,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,8,1,TA,Attchd,RFn,2,TA,TA,Y,149,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,141000,19,0,96,0,0,0,0,0,0,0,0
RL,21535,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,1Fam,2Story,6,Gable,WdShngl,HdBoard,HdBoard,3,PConc,Ex,TA,Gd,GLQ,1455,Unf,0,989,GasA,5,Y,SBrkr,2444,1872,0,4316,0,1,3,1,4,1,8,2,Ex,Attchd,Fin,3,TA,TA,Y,382,50,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,755000,29,1,250,0,0,0,0,0,0,0,0
RL,26178,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Mod,Timber,1Fam,2Story,5,Hip,CompShg,MetalSd,MetalSd,3,PConc,Gd,TA,Gd,GLQ,965,Unf,0,245,GasA,5,Y,SBrkr,1238,1281,0,2519,1,0,2,1,4,1,8,2,Gd,Attchd,RFn,2,TA,TA,Y,320,27,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,335000,34,1,112,0,0,0,0,0,0,0,0
RL,5400,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Sev,OldTown,1Fam,1Story,6,Gable,CompShg,MetalSd,MetalSd,3,BrkTil,TA,TA,No,Unf,0,Unf,0,1073,GasA,5,Y,SBrkr,1073,0,0,1073,0,0,1,0,2,1,8,0,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,112,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Abnorml,108480,102,1,45,0,0,0,0,0,0,0,0
RM,6120,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,2,BrkTil,TA,TA,No,Unf,0,Unf,0,927,GasA,3,Y,SBrkr,1067,472,0,1539,0,0,1,1,3,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,112,0,0,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,141500,87,1,45,0,0,0,0,0,0,0,0
RL,13811,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Timber,1Fam,1Story,6,Gable,CompShg,HdBoard,HdBoard,3,CBlock,Gd,Gd,No,GLQ,980,LwQ,40,92,GasA,4,Y,SBrkr,1137,0,0,1137,1,0,2,0,2,1,8,1,TA,Attchd,Unf,2,TA,TA,Y,125,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,176000,36,0,72,0,0,0,0,0,0,0,0
RM,6000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1Story,7,Gable,CompShg,Wd Sdng,Wd Shng,3,CBlock,TA,TA,No,LwQ,616,Unf,0,0,GasA,4,Y,SBrkr,616,0,0,616,0,0,1,0,2,1,8,0,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,129,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,89000,102,1,45,0,0,0,0,0,0,0,0
RL,6420,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1Story,7,Gable,CompShg,Wd Sdng,Wd Sdng,3,PConc,Ex,Gd,Mn,LwQ,210,ALQ,551,219,GasA,2,Y,FuseA,1148,0,0,1148,0,1,1,0,2,1,8,0,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,123500,71,0,45,0,0,0,0,0,0,0,0
RL,8450,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,8,Gable,CompShg,MetalSd,MetalSd,4,CBlock,TA,TA,No,GLQ,553,BLQ,117,224,GasA,5,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,8,1,Gd,Detchd,Unf,1,TA,TA,Y,416,144,0,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,138500,58,1,45,0,0,0,0,0,0,0,1
FV,4282,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,TwnhsE,1Story,5,Gable,CompShg,MetalSd,MetalSd,3,PConc,Gd,TA,Mn,GLQ,16,Unf,0,1375,GasA,5,Y,SBrkr,1391,0,0,1391,0,0,2,0,2,1,8,0,NoFireplace,Attchd,RFn,2,TA,TA,Y,156,158,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,196000,19,0,112,0,0,0,0,0,0,0,0
RL,14331,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Timber,1Fam,1Story,5,Hip,CompShg,VinylSd,VinylSd,3,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,526,GasA,5,Y,SBrkr,1800,0,0,1800,1,0,2,0,3,1,8,1,Gd,Attchd,Fin,3,TA,TA,Y,270,78,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,312500,21,0,128,0,0,0,0,0,0,0,0
RL,9600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,3,CBlock,TA,TA,No,Unf,0,Unf,0,1164,GasA,3,Y,SBrkr,1164,0,0,1164,0,0,1,1,3,1,8,0,NoFireplace,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,COD,Normal,140000,54,0,63,0,0,0,0,0,0,0,0
RL,12438,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,1Fam,2Story,5,Hip,CompShg,VinylSd,VinylSd,3,PConc,Ex,Gd,No,Unf,0,Unf,0,1234,GasA,5,Y,SBrkr,1264,1312,0,2576,0,0,2,1,4,1,8,1,Gd,BuiltIn,Fin,3,TA,TA,Y,324,100,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,New,Partial,361919,17,0,200,0,0,0,0,0,0,0,0
RM,7630,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,2fmCon,2Story,9,Gable,CompShg,Wd Sdng,Wd Sdng,4,BrkTil,Gd,TA,No,Unf,0,Unf,0,360,GasA,4,Y,SBrkr,1032,780,0,1812,0,0,2,0,4,2,8,1,Po,Detchd,Unf,2,TA,TA,N,344,0,40,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,140000,123,1,60,0,1,0,0,0,0,0,0
